-0.299766477,0.33902475,0.019039433
0.149231164,0.356628858,0.019039433
-0.019257524,0.340253308,0.019039433
0.085798214,-0.261866584,0.019039433
0.21674511,-0.311982337,0.019039433
0.350963953,-0.034594293,0.019039433
-0.079664544,-0.445478784,0.019039433
0.451633436,-0.028721889,0.019039433
0.163349832,-0.374170146,0.019039433
0.346056489,-0.072354597,0.019039433
-0.187253702,-0.162145694,0.019039433
0.338178553,0.261090981,0.019039433
0.081928894,0.264905428,0.019039433
0.021071523,0.452055332,0.019039433
-0.288547083,-0.212662451,0.019039433
-0.096069795,0.360749192,0.019039433
-0.050748568,-0.224681817,0.019039433
-0.17019055,0.378243321,0.019039433
0.125790222,0.157560873,0.019039433
0.318449658,-0.236271585,0.019039433
0.241027224,0.232385716,0.019039433
-0.377973881,-0.179284528,0.019039433
0.416475343,-0.043347489,0.019039433
-0.094664226,-0.308549224,0.019039433
-0.114459668,0.15695357,0.019039433
0.002236688,-0.298564304,0.019039433
-0.143799575,-0.352845603,0.019039433
-0.211826404,0.055788447,0.019039433
0.002285376,0.290207732,0.019039433
-0.247147975,0.041563777,0.019039433
-0.184617086,-0.112491535,0.019039433
-0.270083385,0.24483899,0.019039433
0.076574525,0.205353511,0.019039433
-0.452528586,0.004088478,0.019039433
0.313225344,0.326631699,0.019039433
0.248281973,-0.290641902,0.019039433
-0.402536333,0.206791439,0.019039433
-0.228417958,-0.02167545,0.019039433
0.162729493,0.14831799,0.019039433
0.284364727,-0.153071993,0.019039433
-0.273817587,-0.069514977,0.019039433
-0.044919403,-0.142647806,0.019039433
-0.074309299,0.287767616,0.019039433
0.247546784,0.342752415,0.019039433
-0.024049205,0.243208222,0.019039433
0.266730646,0.277940736,0.019039433
0.351786304,0.222897719,0.019039433
-0.122172762,0.333025011,0.019039433
-0.447818084,-0.065244591,0.019039433
-0.356679863,0.009121408,0.019039433
0.084024689,-0.223829536,0.019039433
0.153675049,0.0060171,0.019039433
0.024458826,0.141830454,0.019039433
-0.347459026,0.0464901,0.019039433
0.187337831,-0.092986345,0.019039433
0.288305659,0.008523593,0.019039433
0.404744114,-0.120830107,0.019039433
0.401199956,0.120422198,0.019039433
-0.052746374,0.449461908,0.019039433
-0.365569888,-0.027905002,0.019039433
-0.01209175,0.152506232,0.019039433
-0.138924577,0.077810558,0.019039433
-0.043762987,-0.104586543,0.019039433
-0.083759534,0.427367831,0.019039433
-0.303764982,-0.177757718,0.019039433
-0.345789794,0.236629328,0.019039433
0.070343988,0.412333452,0.019039433
0.119577905,-0.436462014,0.019039433
-0.163860194,-0.038564428,0.019039433
-0.2204742,0.160929339,0.019039433
0.056461177,0.341551418,0.019039433
-0.063131277,-0.260691112,0.019039433
0.053780615,-0.125143006,0.019039433
0.155660373,0.287784477,0.019039433
0.150020419,-0.186683062,0.019039433
0.023471966,0.217058731,0.019039433
0.02764264,0.032935844,0.019039433
-0.116833196,-0.43720459,0.019039433
-0.339164506,0.083653616,0.019039433
-0.219001149,-0.222776419,0.019039433
-0.256038199,0.004537386,0.019039433
0.123388768,-0.26794332,0.019039433
-0.353092062,-0.283061492,0.019039433
0.242384972,-0.253023175,0.019039433
0.082462211,-0.44496947,0.019039433
-0.32905931,-0.017091138,0.019039433
0.412396421,0.186351932,0.019039433
-0.030076176,0.376762333,0.019039433
-0.153174505,-0.425834899,0.019039433
0.021076397,-0.144647312,0.019039433
-0.117855425,-0.205324477,0.019039433
0.411823756,-0.187614088,0.019039433
0.042198527,0.107457126,0.019039433
0.412698914,0.084121491,0.019039433
-0.267117513,0.108149512,0.019039433
-0.324675751,0.204940315,0.019039433
-0.028036335,-0.275466594,0.019039433
0.221189064,0.040682846,0.019039433
-0.038064839,-0.36652372,0.019039433
-0.249975509,0.29010108,0.019039433
0.298806065,-0.339871671,0.019039433
-0.358192143,0.146577926,0.019039433
-0.193844676,0.130596744,0.019039433
0.323466337,0.023141615,0.019039433
-0.362200315,0.271309415,0.019039433
-0.251719873,0.18269417,0.019039433
